('ill kill bitch', 1)
('kill bitch chloe', 1)
('bitch chloe home', 1)
('chloe home idgaf', 1)
('home idgaf kidding', 1)
('idgaf kidding bitch', 1)
('kidding bitch report', 1)
('bitch report as', 1)
('get rape', 1)
('rape beautiful', 1)
('beautiful woman', 1)
('woman like', 1)
('like working', 1)
('working project', 1)
('get rape beautiful', 1)
('rape beautiful woman', 1)
('beautiful woman like', 1)
('woman like working', 1)
('like working project', 1)
('ovide mercredi', 1)
('mercredi paul', 1)
('paul schabas', 1)
('schabas char', 1)
('char squaw', 1)
('squaw attack', 1)
('attack indigenous', 1)
('indigenous woman', 1)
('woman time', 1)
('time one', 1)
('one notice', 1)
('notice rape', 1)
('rape rape', 1)
('ovide mercredi paul', 1)
('mercredi paul schabas', 1)
('paul schabas char', 1)
('schabas char squaw', 1)
('char squaw attack', 1)
('squaw attack indigenous', 1)
('attack indigenous woman', 1)
('indigenous woman time', 1)
('woman time one', 1)
('time one notice', 1)
('one notice rape', 1)
('notice rape rape', 1)
('lol chop', 1)
('chop head', 1)
('head rape', 1)
('rape bitch', 1)
('lol chop head', 1)
('chop head rape', 1)
('head rape bitch', 1)
('love as', 1)
('as bitch', 1)
('love as bitch', 1)
('go rape', 1)
('rape whore', 1)
('whore mother', 1)
('go rape whore', 1)
('rape whore mother', 1)
('let put', 1)
('put penis', 1)
('penis vagina', 1)
('vagina string', 1)
('string attached', 1)
('attached common', 1)
('common decency', 1)
('decency treat', 1)
('treat like', 1)
('like queen', 1)
('queen bday', 1)
('let put penis', 1)
('put penis vagina', 1)
('penis vagina string', 1)
('vagina string attached', 1)
('string attached common', 1)
('attached common decency', 1)
('common decency treat', 1)
('decency treat like', 1)
('treat like queen', 1)
('like queen bday', 1)
('wow believe', 1)
('believe woman', 1)
('woman riding', 1)
('riding subway', 1)
('subway today', 1)
('today bitch', 1)
('bitch making', 1)
('sandwich lol', 1)
('lol ihatefemales', 1)
('wow believe woman', 1)
('believe woman riding', 1)
('woman riding subway', 1)
('riding subway today', 1)
('subway today bitch', 1)
('today bitch making', 1)
('bitch making sandwich', 1)
('making sandwich lol', 1)
('sandwich lol ihatefemales', 1)
('fvcking cunt', 1)
('cunt bitch', 1)
('bitch apologize', 1)
('fvcking cunt bitch', 1)
('cunt bitch apologize', 1)
('fucking cunt', 1)
('cunt belt', 1)
('belt bitch', 1)
('bitch suck', 1)
('dick make', 1)
('make cum', 1)
('cum mouth', 1)
('fucking cunt belt', 1)
('cunt belt bitch', 1)
('belt bitch suck', 1)
('bitch suck dick', 1)
('suck dick make', 1)
('dick make cum', 1)
('make cum mouth', 1)
('yesallwomen stay', 1)
('stay kitchen', 1)
('yesallwomen stay kitchen', 1)
('back said', 1)
('said hope', 1)
('hope hope', 1)
('hope woman', 1)
('woman learn', 1)
('learn place', 1)
('place sitdowninthekitchen', 1)
('back said hope', 1)
('said hope hope', 1)
('hope hope woman', 1)
('hope woman learn', 1)
('woman learn place', 1)
('learn place sitdowninthekitchen', 1)
('know probably', 1)
('probably get', 1)
('get job', 1)
('job subway', 1)
('subway cunt', 1)
('cunt like', 1)
('like good', 1)
('good making', 1)
('know probably get', 1)
('probably get job', 1)
('get job subway', 1)
('job subway cunt', 1)
('subway cunt like', 1)
('cunt like good', 1)
('like good making', 1)
('good making sandwich', 1)
('worry go', 1)
('go make', 1)
('make sandwich', 1)
('sandwich woman', 1)
('woman womensuck', 1)
('worry go make', 1)
('go make sandwich', 1)
('make sandwich woman', 1)
('sandwich woman womensuck', 1)
('culture fuck', 1)
('fuck sake', 1)
('sake literally', 1)
('literally scumbag', 1)
('scumbag taking', 1)
('taking advantage', 1)
('advantage position', 1)
('position nothing', 1)
('nothing new', 1)
('new sun', 1)
('rape culture fuck', 1)
('culture fuck sake', 1)
('fuck sake literally', 1)
('sake literally scumbag', 1)
('literally scumbag taking', 1)
('scumbag taking advantage', 1)
('taking advantage position', 1)
('advantage position nothing', 1)
('position nothing new', 1)
('nothing new sun', 1)
('fucking told', 1)
('told skank', 1)
('skank whore', 1)
('whore slut', 1)
('slut listen', 1)
('listen m', 1)
('m seriously', 1)
('fucking told skank', 1)
('told skank whore', 1)
('skank whore slut', 1)
('whore slut listen', 1)
('slut listen m', 1)
('listen m seriously', 1)
('woman aggressive', 1)
('aggressive promiscuous', 1)
('promiscuous whore', 1)
('whore woman', 1)
('woman must', 1)
('must try', 1)
('try harder', 1)
('harder make', 1)
('make men', 1)
('men feel', 1)
('feel uncomf', 1)
('woman aggressive promiscuous', 1)
('aggressive promiscuous whore', 1)
('promiscuous whore woman', 1)
('whore woman must', 1)
('woman must try', 1)
('must try harder', 1)
('try harder make', 1)
('harder make men', 1)
('make men feel', 1)
('men feel uncomf', 1)
('bitch blocked', 1)
('blocked check', 1)
('check pinned', 1)
('pinned tweet', 1)
('tweet accusing', 1)
('accusing men', 1)
('men rape', 1)
('rape tumblr', 1)
('bitch blocked check', 1)
('blocked check pinned', 1)
('check pinned tweet', 1)
('pinned tweet accusing', 1)
('tweet accusing men', 1)
('accusing men rape', 1)
('men rape tumblr', 1)
('rape anything', 1)
('anything like', 1)
('like crude', 1)
('crude pas', 1)
('pas rape', 1)
('culture whore', 1)
('whore culture', 1)
('rape anything like', 1)
('anything like crude', 1)
('like crude pas', 1)
('crude pas rape', 1)
('pas rape culture', 1)
('rape culture whore', 1)
('culture whore culture', 1)
('stop tweeting', 1)
('tweeting football', 1)
('football girl', 1)
('girl opinion', 1)
('opinion count', 1)
('count womensuck', 1)
('stop tweeting football', 1)
('tweeting football girl', 1)
('football girl opinion', 1)
('girl opinion count', 1)
('opinion count womensuck', 1)
('rape bad', 1)
('bad alota', 1)
('alota hoe', 1)
('hoe lying', 1)
('lying bout', 1)
('bout shit', 1)
('shit woman', 1)
('woman crazy', 1)
('crazy dawg', 1)
('dawg fuck', 1)
('fuck ya', 1)
('ya life', 1)
('life careful', 1)
('rape bad alota', 1)
('bad alota hoe', 1)
('alota hoe lying', 1)
('hoe lying bout', 1)
('lying bout shit', 1)
('bout shit woman', 1)
('shit woman crazy', 1)
('woman crazy dawg', 1)
('crazy dawg fuck', 1)
('dawg fuck ya', 1)
('fuck ya life', 1)
('ya life careful', 1)
('oh dirty', 1)
('dirty bitch', 1)
('bitch friend', 1)
('friend going', 1)
('going fuck', 1)
('fuck hole', 1)
('hole till', 1)
('till take', 1)
('oh dirty bitch', 1)
('dirty bitch friend', 1)
('bitch friend going', 1)
('friend going fuck', 1)
('going fuck hole', 1)
('fuck hole till', 1)
('hole till take', 1)
('usa eu', 1)
('eu russia', 1)
('russia close', 1)
('close border', 1)
('border illegal', 1)
('illegal migration', 1)
('migration fake', 1)
('fake refugee', 1)
('refugee migrant', 1)
('migrant assimilate', 1)
('assimilate work', 1)
('work go', 1)
('home also', 1)
('also expecting', 1)
('expecting deislamisation', 1)
('deislamisation europe', 1)
('europe work', 1)
('work way', 1)
('usa eu russia', 1)
('eu russia close', 1)
('russia close border', 1)
('close border illegal', 1)
('border illegal migration', 1)
('illegal migration fake', 1)
('migration fake refugee', 1)
('fake refugee migrant', 1)
('refugee migrant assimilate', 1)
('migrant assimilate work', 1)
('assimilate work go', 1)
('work go home', 1)
('go home also', 1)
('home also expecting', 1)
('also expecting deislamisation', 1)
('expecting deislamisation europe', 1)
('deislamisation europe work', 1)
('europe work way', 1)
('lmaoooooooo stuff', 1)
('stuff say', 1)
('say stuff', 1)
('stuff damn', 1)
('damn funny', 1)
('funny especially', 1)
('especially come', 1)
('come illegal', 1)
('immigrant full', 1)
('full fledged', 1)
('fledged criminal', 1)
('criminal coming', 1)
('coming america', 1)
('america amp', 1)
('amp said', 1)
('said fall', 1)
('fall boat', 1)
('boat amp', 1)
('amp fall', 1)
('fall way', 1)
('way go', 1)
('home even', 1)
('even funny', 1)
('funny amp', 1)
('amp yet', 1)
('yet truthful', 1)
('truthful lolll', 1)
('lolll lol', 1)
('lol dude', 1)
('dude smh', 1)
('lmaoooooooo stuff say', 1)
('stuff say stuff', 1)
('say stuff damn', 1)
('stuff damn funny', 1)
('damn funny especially', 1)
('funny especially come', 1)
('especially come illegal', 1)
('come illegal immigrant', 1)
('illegal immigrant full', 1)
('immigrant full fledged', 1)
('full fledged criminal', 1)
('fledged criminal coming', 1)
('criminal coming america', 1)
('coming america amp', 1)
('america amp said', 1)
('amp said fall', 1)
('said fall boat', 1)
('fall boat amp', 1)
('boat amp fall', 1)
('amp fall way', 1)
('fall way go', 1)
('way go back', 1)
('back home even', 1)
('home even funny', 1)
('even funny amp', 1)
('funny amp yet', 1)
('amp yet truthful', 1)
('yet truthful lolll', 1)
('truthful lolll lol', 1)
('lolll lol dude', 1)
('lol dude smh', 1)
('sendthemhome twitter', 1)
('twitter keep', 1)
('keep deleting', 1)
('sendthemhome twitter keep', 1)
('twitter keep deleting', 1)
('mexico sending', 1)
('sending best', 1)
('best lot', 1)
('lot drunk', 1)
('drunk thief', 1)
('thief engaged', 1)
('engaged constant', 1)
('constant criminality', 1)
('criminality stoptheinvasion', 1)
('stoptheinvasion deportthemall', 1)
('deportthemall noamnesty', 1)
('noamnesty buildthewall', 1)
('mexico sending best', 1)
('sending best lot', 1)
('best lot drunk', 1)
('lot drunk thief', 1)
('drunk thief engaged', 1)
('thief engaged constant', 1)
('engaged constant criminality', 1)
('constant criminality stoptheinvasion', 1)
('criminality stoptheinvasion deportthemall', 1)
('stoptheinvasion deportthemall noamnesty', 1)
('deportthemall noamnesty buildthewall', 1)
('back take', 1)
('take vacation', 1)
('vacation land', 1)
('land fled', 1)
('fled terror', 1)
('terror life', 1)
('go back take', 1)
('back take vacation', 1)
('take vacation land', 1)
('vacation land fled', 1)
('land fled terror', 1)
('fled terror life', 1)
('danish muslim', 1)
('muslim insist', 1)
('insist wearing', 1)
('wearing niqab', 1)
('niqab faceveil', 1)
('faceveil amp', 1)
('amp still', 1)
('still desire', 1)
('desire live', 1)
('live non', 1)
('non person', 1)
('person ghost', 1)
('ghost muslim', 1)
('muslim hopelessly', 1)
('hopelessly unable', 1)
('unable assimilate', 1)
('assimilate sendthemback', 1)
('danish muslim insist', 1)
('muslim insist wearing', 1)
('insist wearing niqab', 1)
('wearing niqab faceveil', 1)
('niqab faceveil amp', 1)
('faceveil amp still', 1)
('amp still desire', 1)
('still desire live', 1)
('desire live non', 1)
('live non person', 1)
('non person ghost', 1)
('person ghost muslim', 1)
('ghost muslim hopelessly', 1)
('muslim hopelessly unable', 1)
('hopelessly unable assimilate', 1)
('unable assimilate sendthemback', 1)
('last night', 1)
('night outside', 1)
('outside friend', 1)
('friend flat', 1)
('flat saxony', 1)
('saxony anhalt', 1)
('anhalt germany', 1)
('germany watched', 1)
('watched fight', 1)
('fight german', 1)
('german nationalist', 1)
('nationalist african', 1)
('african immigrant', 1)
('immigrant heard', 1)
('heard heil', 1)
('heil hitler', 1)
('hitler go', 1)
('home kill', 1)
('kill german', 1)
('german african', 1)
('african want', 1)
('want trouble', 1)
('trouble fight', 1)
('fight touch', 1)
('last night outside', 1)
('night outside friend', 1)
('outside friend flat', 1)
('friend flat saxony', 1)
('flat saxony anhalt', 1)
('saxony anhalt germany', 1)
('anhalt germany watched', 1)
('germany watched fight', 1)
('watched fight german', 1)
('fight german nationalist', 1)
('german nationalist african', 1)
('nationalist african immigrant', 1)
('african immigrant heard', 1)
('immigrant heard heil', 1)
('heard heil hitler', 1)
('heil hitler go', 1)
('hitler go home', 1)
('go home kill', 1)
('home kill german', 1)
('kill german african', 1)
('german african want', 1)
('african want trouble', 1)
('want trouble fight', 1)
('trouble fight touch', 1)
('american taxpayer', 1)
('taxpayer billed', 1)
('billed 8', 1)
('8 billion', 1)
('billion every', 1)
('every year', 1)
('year refugee', 1)
('refugee absurd', 1)
('absurd amp', 1)
('amp illegal', 1)
('illegal vote', 1)
('vote nomorerefugees', 1)
('american taxpayer billed', 1)
('taxpayer billed 8', 1)
('billed 8 billion', 1)
('8 billion every', 1)
('billion every year', 1)
('every year refugee', 1)
('year refugee absurd', 1)
('refugee absurd amp', 1)
('absurd amp illegal', 1)
('amp illegal vote', 1)
('illegal vote nomorerefugees', 1)
('burundian refugee', 1)
('burundian refugee go', 1)
('alien awaiting', 1)
('awaiting deportation', 1)
('deportation child', 1)
('child rape', 1)
('rape caught', 1)
('caught producing', 1)
('producing child', 1)
('child porn', 1)
('illegal alien awaiting', 1)
('alien awaiting deportation', 1)
('awaiting deportation child', 1)
('deportation child rape', 1)
('child rape caught', 1)
('rape caught producing', 1)
('caught producing child', 1)
('producing child porn', 1)
('geramny african', 1)
('african rapefugee', 1)
('rapefugee climb', 1)
('climb house', 1)
('house steel', 1)
('steel expensive', 1)
('expensive good', 1)
('good rook', 1)
('rook knife', 1)
('knife abuse', 1)
('abuse girl', 1)
('girl family', 1)
('geramny african rapefugee', 1)
('african rapefugee climb', 1)
('rapefugee climb house', 1)
('climb house steel', 1)
('house steel expensive', 1)
('steel expensive good', 1)
('expensive good rook', 1)
('good rook knife', 1)
('rook knife abuse', 1)
('knife abuse girl', 1)
('abuse girl family', 1)
('benefit immigrant', 1)
('come amp', 1)
('amp make', 1)
('make go', 1)
('benefit immigrant come', 1)
('immigrant come amp', 1)
('come amp make', 1)
('amp make go', 1)
('make go back', 1)
('paying wall', 1)
('wall waste', 1)
('waste money', 1)
('money cause', 1)
('cause stop', 1)
('stop illegal', 1)
('come visa', 1)
('visa never', 1)
('never go', 1)
('paying wall waste', 1)
('wall waste money', 1)
('waste money cause', 1)
('money cause stop', 1)
('cause stop illegal', 1)
('stop illegal immigrant', 1)
('illegal immigrant come', 1)
('immigrant come visa', 1)
('come visa never', 1)
('visa never go', 1)
('never go home', 1)
('dc stay', 1)
('stay tuned', 1)
('tuned antifascists', 1)
('antifascists queer', 1)
('queer people', 1)
('people black', 1)
('black brown', 1)
('brown people', 1)
('people mobilizing', 1)
('mobilizing hate', 1)
('hate washington', 1)
('washington dc', 1)
('dc help', 1)
('help spread', 1)
('spread word', 1)
('word tell', 1)
('tell fash', 1)
('fash come', 1)
('dc stay tuned', 1)
('stay tuned antifascists', 1)
('tuned antifascists queer', 1)
('antifascists queer people', 1)
('queer people black', 1)
('people black brown', 1)
('black brown people', 1)
('brown people mobilizing', 1)
('people mobilizing hate', 1)
('mobilizing hate washington', 1)
('hate washington dc', 1)
('washington dc help', 1)
('dc help spread', 1)
('help spread word', 1)
('spread word tell', 1)
('word tell fash', 1)
('tell fash come', 1)
('dub alva', 1)
('alva tweeper', 1)
('tweeper cant', 1)
('cant stand', 1)
('stand kind', 1)
('kind either', 1)
('either got', 1)
('got ta', 1)
('ta breed', 1)
('breed something', 1)
('something else', 1)
('dub alva tweeper', 1)
('alva tweeper cant', 1)
('tweeper cant stand', 1)
('cant stand kind', 1)
('stand kind either', 1)
('kind either got', 1)
('either got ta', 1)
('got ta breed', 1)
('ta breed something', 1)
('breed something else', 1)
('sweden alternativ', 1)
('alternativ sverige', 1)
('sverige syria', 1)
('syria ready', 1)
('ready receive', 1)
('receive close', 1)
('close 900', 1)
('900 000', 1)
('syrian refugee', 1)
('refugee coming', 1)
('coming month', 1)
('month time', 1)
('time 150', 1)
('150 000', 1)
('syrian came', 1)
('came sweden', 1)
('sweden since', 1)
('since outbreak', 1)
('outbreak war', 1)
('war 2011', 1)
('2011 go', 1)
('home v4', 1)
('v4 visegrad', 1)
('sweden alternativ sverige', 1)
('alternativ sverige syria', 1)
('sverige syria ready', 1)
('syria ready receive', 1)
('ready receive close', 1)
('receive close 900', 1)
('close 900 000', 1)
('900 000 syrian', 1)
('000 syrian refugee', 1)
('syrian refugee coming', 1)
('refugee coming month', 1)
('coming month time', 1)
('month time 150', 1)
('time 150 000', 1)
('150 000 syrian', 1)
('000 syrian came', 1)
('syrian came sweden', 1)
('came sweden since', 1)
('sweden since outbreak', 1)
('since outbreak war', 1)
('outbreak war 2011', 1)
('war 2011 go', 1)
('2011 go home', 1)
('go home v4', 1)
('home v4 visegrad', 1)
('anyone think', 1)
('think welcome', 1)
('welcome refugee', 1)
('refugee read', 1)
('anyone think welcome', 1)
('think welcome refugee', 1)
('welcome refugee read', 1)
('hell illegal', 1)
('illegal stoptheinvasion', 1)
('stoptheinvasion muslimilegals', 1)
('hell illegal stoptheinvasion', 1)
('illegal stoptheinvasion muslimilegals', 1)
('alien waiting', 1)
('waiting first', 1)
('first class', 1)
('class msc', 1)
('msc container', 1)
('container shippping', 1)
('shippping antwerpen', 1)
('antwerpen stopimmigration', 1)
('illegal alien waiting', 1)
('alien waiting first', 1)
('waiting first class', 1)
('first class msc', 1)
('class msc container', 1)
('msc container shippping', 1)
('container shippping antwerpen', 1)
('shippping antwerpen stopimmigration', 1)
('got ideal', 1)
('ideal stopped', 1)
('stopped giving', 1)
('giving illegal', 1)
('immigrant food', 1)
('food stamp', 1)
('stamp welfare', 1)
('welfare would', 1)
('would go', 1)
('home illegally', 1)
('illegally get', 1)
('get also', 1)
('also anyone', 1)
('anyone amount', 1)
('amount tax', 1)
('tax dollar', 1)
('dollar go', 1)
('go folk', 1)
('folk asking', 1)
('got ideal stopped', 1)
('ideal stopped giving', 1)
('stopped giving illegal', 1)
('giving illegal immigrant', 1)
('illegal immigrant food', 1)
('immigrant food stamp', 1)
('food stamp welfare', 1)
('stamp welfare would', 1)
('welfare would go', 1)
('would go home', 1)
('go home illegally', 1)
('home illegally get', 1)
('illegally get also', 1)
('get also anyone', 1)
('also anyone amount', 1)
('anyone amount tax', 1)
('amount tax dollar', 1)
('tax dollar go', 1)
('dollar go folk', 1)
('go folk asking', 1)
('course man', 1)
('man wanted', 1)
('wanted free', 1)
('free wrote', 1)
('wrote something', 1)
('something saudi', 1)
('saudi arabia', 1)
('arabia like', 1)
('like country', 1)
('country full', 1)
('full slave', 1)
('slave know', 1)
('know truth', 1)
('truth bible', 1)
('bible never', 1)
('never free', 1)
('free let', 1)
('let people', 1)
('people free', 1)
('free amp', 1)
('amp choose', 1)
('choose apostasy', 1)
('apostasy islam', 1)
('islam death', 1)
('death sentence', 1)
('course man wanted', 1)
('man wanted free', 1)
('wanted free wrote', 1)
('free wrote something', 1)
('wrote something saudi', 1)
('something saudi arabia', 1)
('saudi arabia like', 1)
('arabia like country', 1)
('like country full', 1)
('country full slave', 1)
('full slave know', 1)
('slave know truth', 1)
('know truth bible', 1)
('truth bible never', 1)
('bible never free', 1)
('never free let', 1)
('free let people', 1)
('let people free', 1)
('people free amp', 1)
('free amp choose', 1)
('amp choose apostasy', 1)
('choose apostasy islam', 1)
('apostasy islam death', 1)
('islam death sentence', 1)
('sick barstewards', 1)
('barstewards happens', 1)
('happens put', 1)
('put refugee', 1)
('refugee welcome', 1)
('welcome sign', 1)
('sign rape', 1)
('rape wife', 1)
('wife girlfriend', 1)
('girlfriend daughter', 1)
('daughter ruddy', 1)
('ruddy mother', 1)
('sick barstewards happens', 1)
('barstewards happens put', 1)
('happens put refugee', 1)
('put refugee welcome', 1)
('refugee welcome sign', 1)
('welcome sign rape', 1)
('sign rape wife', 1)
('rape wife girlfriend', 1)
('wife girlfriend daughter', 1)
('girlfriend daughter ruddy', 1)
('daughter ruddy mother', 1)
